1;1;anglais;BERT;The teacher realized;that;;the student;;was studying for;the test;with great enthusiasm;
1;2;anglais;BERT;The teacher realized;that;;the student;;was studying for;the test;with great enthusiasm;
1;3;anglais;BERT;The teacher realized;what;;the student;;was studying for;the test;with great enthusiasm;
1;4;anglais;BERT;The teacher realized;what;;the student;;was studying for;the test;with great enthusiasm;
1;5;anglais;BERT;The teacher realized;that;;the student;in the first year;was studying for;the test;with great enthusiasm;
1;6;anglais;BERT;The teacher realized;that;;the student;in the first year;was studying for;the test;with great enthusiasm;
1;7;anglais;BERT;The teacher realized;what;;the student;in the first year;was studying for;the test;with great enthusiasm;
1;8;anglais;BERT;The teacher realized;what;;the student;in the first year;was studying for;the test;with great enthusiasm;
1;9;anglais;BERT;The teacher realized;that;while;the student;;was studying for;the test;with great enthusiasm;the storm rolled in
1;10;anglais;BERT;The teacher realized;that;while;the student;;was studying for;the test;with great enthusiasm;the storm rolled in
1;11;anglais;BERT;The teacher realized;what;while;the student;;was studying for;the test;with great enthusiasm;the storm rolled in
1;12;anglais;BERT;The teacher realized;what;while;the student;;was studying for;the test;with great enthusiasm;the storm rolled in
2;1;anglais;BERT;The policeman discovered;that;;the convict;;smuggled;a gun;into the prison;
2;2;anglais;BERT;The policeman discovered;that;;the convict;;smuggled;a gun;into the prison;
2;3;anglais;BERT;The policeman discovered;what;;the convict;;smuggled;a gun;into the prison;
2;4;anglais;BERT;The policeman discovered;what;;the convict;;smuggled;a gun;into the prison;
2;5;anglais;BERT;The policeman discovered;that;;the convict;with the shaved head;smuggled;a gun;into the prison;
2;6;anglais;BERT;The policeman discovered;that;;the convict;with the shaved head;smuggled;a gun;into the prison;
2;7;anglais;BERT;The policeman discovered;what;;the convict;with the shaved head;smuggled;a gun;into the prison;
2;8;anglais;BERT;The policeman discovered;what;;the convict;with the shaved head;smuggled;a gun;into the prison;
2;9;anglais;BERT;The policeman discovered;that;after;the convict;;smuggled;a gun;into the prison;the riot erupted
2;10;anglais;BERT;The policeman discovered;that;after;the convict;;smuggled;a gun;into the prison;the riot erupted
2;11;anglais;BERT;The policeman discovered;what;after;the convict;;smuggled;a gun;into the prison;the riot erupted
2;12;anglais;BERT;The policeman discovered;what;after;the convict;;smuggled;a gun;into the prison;the riot erupted
3;1;anglais;BERT;The shop owner realized;that;;the waiter;;placed;a candle;near the tablecloth;
3;2;anglais;BERT;The shop owner realized;that;;the waiter;;placed;a candle;near the tablecloth;
3;3;anglais;BERT;The shop owner realized;what;;the waiter;;placed;a candle;near the tablecloth;
3;4;anglais;BERT;The shop owner realized;what;;the waiter;;placed;a candle;near the tablecloth;
3;5;anglais;BERT;The shop owner realized;that;;the waiter;in the white jacket;placed;a candle;near the tablecloth;
3;6;anglais;BERT;The shop owner realized;that;;the waiter;in the white jacket;placed;a candle;near the tablecloth;
3;7;anglais;BERT;The shop owner realized;what;;the waiter;in the white jacket;placed;a candle;near the tablecloth;
3;8;anglais;BERT;The shop owner realized;what;;the waiter;in the white jacket;placed;a candle;near the tablecloth;
3;9;anglais;BERT;The shop owner realized;that;after;the waiter;;placed;a candle;near the tablecloth;the fire started
3;10;anglais;BERT;The shop owner realized;that;after;the waiter;;placed;a candle;near the tablecloth;the fire started
3;11;anglais;BERT;The shop owner realized;what;after;the waiter;;placed;a candle;near the tablecloth;the fire started
3;12;anglais;BERT;The shop owner realized;what;after;the waiter;;placed;a candle;near the tablecloth;the fire started
4;1;anglais;BERT;The committee asked;that;;the banker;;sold;a mortgage;with faulty credit;
4;2;anglais;BERT;The committee asked;that;;the banker;;sold;a mortgage;with faulty credit;
4;3;anglais;BERT;The committee asked;what;;the banker;;sold;a mortgage;with faulty credit;
4;4;anglais;BERT;The committee asked;what;;the banker;;sold;a mortgage;with faulty credit;
4;5;anglais;BERT;The committee asked;that;;the banker;from the big company;sold;a mortgage;with faulty credit;
4;6;anglais;BERT;The committee asked;that;;the banker;from the big company;sold;a mortgage;with faulty credit;
4;7;anglais;BERT;The committee asked;what;;the banker;from the big company;sold;a mortgage;with faulty credit;
4;8;anglais;BERT;The committee asked;what;;the banker;from the big company;sold;a mortgage;with faulty credit;
4;9;anglais;BERT;The committee asked;that;before;the banker;;sold;a mortgage;with faulty credit;the regulations took effect
4;10;anglais;BERT;The committee asked;that;before;the banker;;sold;a mortgage;with faulty credit;the regulations took effect
4;11;anglais;BERT;The committee asked;what;before;the banker;;sold;a mortgage;with faulty credit;the regulations took effect
4;12;anglais;BERT;The committee asked;what;before;the banker;;sold;a mortgage;with faulty credit;the regulations took effect
5;1;anglais;BERT;The first mate said;that;;the sailor;;hauled;a line;with all his might;
5;2;anglais;BERT;The first mate said;that;;the sailor;;hauled;a line;with all his might;
5;3;anglais;BERT;The first mate said;what;;the sailor;;hauled;a line;with all his might;
5;4;anglais;BERT;The first mate said;what;;the sailor;;hauled;a line;with all his might;
